text,disease
"I am dealing with dry cough, shortness of breath, fatigue and headache.",COVID-19
"I feel dizziness, fatigue and pale skin.",Anemia
"I have been experiencing wheezing, shortness of breath and cough for the past few days.",Asthma
I have been experiencing nausea and chills for the past few days.,Malaria
"My main problems are cough, chills, fatigue and sore throat.",Flu
I feel stomach cramps and nausea.,Food Poisoning
I am suffering from rash and headache.,Dengue
I am dealing with shortness of breath and chest tightness.,Asthma
"I am dealing with weight loss, blurred vision and fatigue.",Diabetes
Lately I am having loss of appetite and indigestion.,Gastritis
"For the last few days, I noticed increased thirst and fatigue.",Diabetes
I have symptoms like cough and shortness of breath.,Asthma
"I have been experiencing headache, fever and dry cough for the past few days.",COVID-19
"For the last few days, I noticed stomach pain, prolonged fever, weakness and loss of appetite.",Typhoid
I feel stomach cramps and fever.,Food Poisoning
Lately I am having fever and shortness of breath.,COVID-19
I have been experiencing blurred vision and dizziness for the past few days.,Hypertension
"For the last few days, I noticed weakness and prolonged fever.",Typhoid
"I am suffering from nausea, fever, diarrhea and stomach cramps.",Food Poisoning
"I feel chills, fever, fatigue and body pain.",Flu
"I feel vomiting, fever and nausea.",Food Poisoning
"I have been experiencing fatigue, headache, fever and chills for the past few days.",Flu
"I am dealing with chills, nausea and fever.",Malaria
"For the last few days, I noticed joint pain, eye pain and rash.",Dengue
Lately I am having skin rash and itchy eyes.,Allergy
"My main problems are nausea, fever and diarrhea.",Food Poisoning
"I have been experiencing headache, dizziness and chest discomfort for the past few days.",Hypertension
"I am suffering from sore throat, congestion, sneezing and mild cough.",Common Cold
I am suffering from weight loss and fatigue.,Diabetes
"I am dealing with nausea, indigestion, stomach pain and bloating.",Gastritis
"I have been experiencing dizziness, chest discomfort and blurred vision for the past few days.",Hypertension
"Lately I am having shortness of breath, dry cough, fever and fatigue.",COVID-19
"I have symptoms like dizziness, shortness of breath, fatigue and pale skin.",Anemia
"I have symptoms like reduced movement, stiffness and swelling.",Arthritis
"I feel weakness, stomach pain, loss of appetite and prolonged fever.",Typhoid
I have symptoms like chest discomfort and headache.,Hypertension
I am dealing with nausea and sensitivity to light.,Migraine
"I have symptoms like pale skin, dizziness, fatigue and shortness of breath.",Anemia
Lately I am having shortness of breath and wheezing.,Asthma
"Lately I am having stiffness, reduced movement, swelling and joint pain.",Arthritis
I have been experiencing sneezing and runny nose for the past few days.,Allergy
"For the last few days, I noticed nausea and vomiting.",Food Poisoning
"I am suffering from sore throat, runny nose and congestion.",Common Cold
Lately I am having body pain and fatigue.,Flu
"I have been experiencing congestion, runny nose, mild cough and sneezing for the past few days.",Common Cold
"I have symptoms like stomach pain, bloating, nausea and indigestion.",Gastritis
"Lately I am having fatigue, sore throat, chills and headache.",Flu
I am dealing with bloating and loss of appetite.,Gastritis
I have symptoms like reduced movement and swelling.,Arthritis
"For the last few days, I noticed joint pain, eye pain and rash.",Dengue
I have been experiencing prolonged fever and loss of appetite for the past few days.,Typhoid
"For the last few days, I noticed headache, shortness of breath and dry cough.",COVID-19
Lately I am having headache and dry cough.,COVID-19
"I have symptoms like blurred vision, headache and dizziness.",Hypertension
"I feel dizziness, blurred vision and headache.",Hypertension
"I have symptoms like vomiting, fever, nausea and stomach cramps.",Food Poisoning
"My main problems are chest tightness, shortness of breath and wheezing.",Asthma
"I have symptoms like loss of appetite, bloating, stomach pain and indigestion.",Gastritis
My main problems are chest discomfort and blurred vision.,Hypertension
I have symptoms like stomach pain and indigestion.,Gastritis
I have symptoms like chills and headache.,Malaria
"Lately I am having wheezing, chest tightness and shortness of breath.",Asthma
"Lately I am having prolonged fever, stomach pain and weakness.",Typhoid
"I have been experiencing weakness, loss of appetite, stomach pain and headache for the past few days.",Typhoid
"I feel wheezing, chest tightness, cough and shortness of breath.",Asthma
"I have been experiencing congestion, sneezing, runny nose and sore throat for the past few days.",Common Cold
"I am dealing with nausea, loss of appetite and indigestion.",Gastritis
"Lately I am having shortness of breath, chest tightness and cough.",Asthma
I have been experiencing prolonged fever and weakness for the past few days.,Typhoid
"I feel rash, joint pain, high fever and eye pain.",Dengue
"I have symptoms like severe headache, sensitivity to light and vomiting.",Migraine
"Lately I am having nausea, vomiting and sensitivity to light.",Migraine
"I feel stomach cramps, nausea, vomiting and diarrhea.",Food Poisoning
"I am dealing with sweating, nausea, headache and fever.",Malaria
"I am dealing with dizziness, blurred vision and chest discomfort.",Hypertension
"I am suffering from fatigue, headache, fever and loss of smell.",COVID-19
"Lately I am having fatigue, loss of smell, fever and headache.",COVID-19
I have symptoms like fever and vomiting.,Food Poisoning
"For the last few days, I noticed fever, sweating and nausea.",Malaria
"I am dealing with fatigue, dizziness and pale skin.",Anemia
"For the last few days, I noticed diarrhea, vomiting, nausea and fever.",Food Poisoning
"I am suffering from severe headache, sensitivity to light and nausea.",Migraine
"I have symptoms like mild cough, runny nose, sore throat and congestion.",Common Cold
My main problems are reduced movement and stiffness.,Arthritis
"I am suffering from high fever, rash and eye pain.",Dengue
"I feel stomach pain, prolonged fever, headache and loss of appetite.",Typhoid
I am suffering from fatigue and dizziness.,Anemia
I feel increased thirst and fatigue.,Diabetes
"My main problems are sore throat, mild cough, congestion and sneezing.",Common Cold
I am suffering from stomach cramps and nausea.,Food Poisoning
"I have symptoms like eye pain, high fever, headache and rash.",Dengue
"I have symptoms like chills, cough and sore throat.",Flu
I feel headache and dry cough.,COVID-19
My main problems are severe headache and sensitivity to light.,Migraine
"For the last few days, I noticed fever, headache and loss of smell.",COVID-19
"For the last few days, I noticed nausea, loss of appetite, bloating and stomach pain.",Gastritis
My main problems are runny nose and congestion.,Common Cold
"For the last few days, I noticed cough and headache.",Flu
"I feel mild cough, sore throat, congestion and runny nose.",Common Cold
"I have symptoms like stomach pain, bloating and indigestion.",Gastritis
I have been experiencing swelling and joint pain for the past few days.,Arthritis
"I am dealing with fatigue, fever and chills.",Flu
"I am suffering from dizziness, blurred vision, headache and chest discomfort.",Hypertension
"I am dealing with stomach cramps, vomiting and fever.",Food Poisoning
"For the last few days, I noticed runny nose and sneezing.",Common Cold
"I am suffering from severe headache, vomiting and nausea.",Migraine
I have been experiencing congestion and runny nose for the past few days.,Common Cold
I have been experiencing weakness and prolonged fever for the past few days.,Typhoid
"I have symptoms like sore throat, mild cough and runny nose.",Common Cold
I feel fever and sweating.,Malaria
"I have been experiencing bloating, stomach pain, loss of appetite and nausea for the past few days.",Gastritis
I feel reduced movement and swelling.,Arthritis
"I am dealing with chest tightness, wheezing and cough.",Asthma
"I am dealing with shortness of breath, wheezing, chest tightness and cough.",Asthma
I am dealing with itchy eyes and skin rash.,Allergy
"I am dealing with shortness of breath, dry cough, fatigue and headache.",COVID-19
"I have been experiencing headache, eye pain, high fever and rash for the past few days.",Dengue
"My main problems are reduced movement, swelling and stiffness.",Arthritis
"I have been experiencing nausea, vomiting, severe headache and sensitivity to light for the past few days.",Migraine
I feel fatigue and dizziness.,Anemia
"I have symptoms like pale skin, fatigue and shortness of breath.",Anemia
Lately I am having congestion and mild cough.,Common Cold
I feel vomiting and sensitivity to light.,Migraine
I feel skin rash and sneezing.,Allergy
"For the last few days, I noticed eye pain, joint pain, headache and rash.",Dengue
"I am dealing with indigestion, nausea and loss of appetite.",Gastritis
"I am suffering from runny nose, skin rash, itchy eyes and sneezing.",Allergy
"My main problems are blurred vision, increased thirst and weight loss.",Diabetes
My main problems are fever and chills.,Malaria
"I am suffering from high fever, eye pain and joint pain.",Dengue
"For the last few days, I noticed skin rash, sneezing and runny nose.",Allergy
"I am dealing with pale skin, shortness of breath and dizziness.",Anemia
"I feel stomach pain, loss of appetite and bloating.",Gastritis
"My main problems are headache, weakness and stomach pain.",Typhoid
